claim_number, claim_percent, claim_amount, remaining_supply
8589, 423651988395260739, 86, 20313
8590, 423609623196421213, 86, 20227
8591, 423567262234101571, 85, 20142
8592, 423524905507878161, 85, 20057
8593, 423482553017327374, 84, 19973
8594, 423440204762025642, 84, 19889
8595, 423397860741549440, 84, 19805
8596, 423355520955475286, 83, 19722
8597, 423313185403379739, 83, 19639
8598, 423270854084839402, 83, 19556
8599, 423228526999430919, 82, 19474
8600, 423186204146730976, 82, 19392
8601, 423143885526316303, 82, 19310
8602, 423101571137763672, 81, 19229
8603, 423059260980649896, 81, 19148
8604, 423016955054551832, 80, 19068
8605, 422974653359046377, 80, 18988
8606, 422932355893710473, 80, 18908
8607, 422890062658121102, 79, 18829
8608, 422847773651855290, 79, 18750
8609, 422805488874490105, 79, 18671
8610, 422763208325602656, 78, 18593
8611, 422720932004770096, 78, 18515
8612, 422678659911569619, 78, 18437
8613, 422636392045578463, 77, 18360
8614, 422594128406373906, 77, 18283
8615, 422551868993533269, 77, 18206
8616, 422509613806633916, 76, 18130
8617, 422467362845253253, 76, 18054
8618, 422425116108968728, 76, 17978
8619, 422382873597357832, 75, 17903
8620, 422340635309998097, 75, 17828
8621, 422298401246467098, 75, 17753
8622, 422256171406342452, 74, 17679
8623, 422213945789201818, 74, 17605
8624, 422171724394622898, 74, 17531
8625, 422129507222183436, 74, 17457
8626, 422087294271461218, 73, 17384
8627, 422045085542034072, 73, 17311
8628, 422002881033479869, 73, 17238
8629, 421960680745376522, 72, 17166
8630, 421918484677301985, 72, 17094
8631, 421876292828834255, 72, 17022
8632, 421834105199551372, 71, 16951
8633, 421791921789031417, 71, 16880
8634, 421749742596852514, 71, 16809
8635, 421707567622592829, 70, 16739
8636, 421665396865830570, 70, 16669
8637, 421623230326143987, 70, 16599
8638, 421581068003111373, 69, 16530
8639, 421538909896311062, 69, 16461
8640, 421496756005321431, 69, 16392
8641, 421454606329720899, 69, 16323
8642, 421412460869087927, 68, 16255
8643, 421370319623001019, 68, 16187
8644, 421328182591038719, 68, 16119
8645, 421286049772779616, 67, 16052
8646, 421243921167802339, 67, 15985
8647, 421201796775685559, 67, 15918
8648, 421159676596007991, 67, 15851
8649, 421117560628348391, 66, 15785
8650, 421075448872285557, 66, 15719
8651, 421033341327398329, 66, 15653
8652, 420991237993265590, 65, 15588
8653, 420949138869466264, 65, 15523
8654, 420907043955579318, 65, 15458
8655, 420864953251183761, 65, 15393
8656, 420822866755858643, 64, 15329
8657, 420780784469183058, 64, 15265
8658, 420738706390736140, 64, 15201
8659, 420696632520097067, 63, 15138
8660, 420654562856845058, 63, 15075
8661, 420612497400559374, 63, 15012
8662, 420570436150819319, 63, 14949
8663, 420528379107204238, 62, 14887
8664, 420486326269293518, 62, 14825
8665, 420444277636666589, 62, 14763
8666, 420402233208902923, 62, 14701
8667, 420360192985582033, 61, 14640
8668, 420318156966283475, 61, 14579
8669, 420276125150586847, 61, 14518
8670, 420234097538071789, 61, 14457
8671, 420192074128317982, 60, 14397
8672, 420150054920905151, 60, 14337
8673, 420108039915413061, 60, 14277
8674, 420066029111421520, 59, 14218
8675, 420024022508510378, 59, 14159
8676, 419982020106259527, 59, 14100
8677, 419940021904248902, 59, 14041
8678, 419898027902058478, 58, 13983
8679, 419856038099268273, 58, 13925
8680, 419814052495458347, 58, 13867
8681, 419772071090208802, 58, 13809
8682, 419730093883099782, 57, 13752
8683, 419688120873711473, 57, 13695
8684, 419646152061624102, 57, 13638
8685, 419604187446417940, 57, 13581
8686, 419562227027673299, 56, 13525
8687, 419520270804970532, 56, 13469
8688, 419478318777890035, 56, 13413
8689, 419436370946012246, 56, 13357
8690, 419394427308917645, 56, 13301
8691, 419352487866186754, 55, 13246
8692, 419310552617400136, 55, 13191
8693, 419268621562138396, 55, 13136
8694, 419226694699982183, 55, 13081
8695, 419184772030512185, 54, 13027
8696, 419142853553309134, 54, 12973
8697, 419100939267953804, 54, 12919
8698, 419059029174027009, 54, 12865
8699, 419017123271109607, 53, 12812
8700, 418975221558782497, 53, 12759
8701, 418933324036626619, 53, 12706
8702, 418891430704222957, 53, 12653
8703, 418849541561152535, 52, 12601
8704, 418807656606996420, 52, 12549
8705, 418765775841335721, 52, 12497
8706, 418723899263751588, 52, 12445
8707, 418682026873825213, 52, 12393
8708, 418640158671137831, 51, 12342
8709, 418598294655270718, 51, 12291
8710, 418556434825805191, 51, 12240
8711, 418514579182322611, 51, 12189
8712, 418472727724404379, 51, 12138
8713, 418430880451631939, 50, 12088
8714, 418389037363586776, 50, 12038
8715, 418347198459850418, 50, 11988
8716, 418305363740004433, 50, 11938
8717, 418263533203630433, 49, 11889
8718, 418221706850310070, 49, 11840
8719, 418179884679625039, 49, 11791
8720, 418138066691157077, 49, 11742
8721, 418096252884487962, 49, 11693
8722, 418054443259199514, 48, 11645
8723, 418012637814873595, 48, 11597
8724, 417970836551092108, 48, 11549
8725, 417929039467436999, 48, 11501
8726, 417887246563490256, 48, 11453
8727, 417845457838833907, 47, 11406
8728, 417803673293050024, 47, 11359
8729, 417761892925720719, 47, 11312
8730, 417720116736428147, 47, 11265
8731, 417678344724754505, 47, 11218
8732, 417636576890282030, 46, 11172
8733, 417594813232593002, 46, 11126
8734, 417553053751269743, 46, 11080
8735, 417511298445894617, 46, 11034
8736, 417469547316050028, 46, 10988
8737, 417427800361318423, 45, 10943
8738, 417386057581282292, 45, 10898
8739, 417344318975524164, 45, 10853
8740, 417302584543626612, 45, 10808
8741, 417260854285172250, 45, 10763
8742, 417219128199743733, 44, 10719
8743, 417177406286923759, 44, 10675
8744, 417135688546295067, 44, 10631
8745, 417093974977440438, 44, 10587
8746, 417052265579942694, 44, 10543
8747, 417010560353384700, 43, 10500
8748, 416968859297349362, 43, 10457
8749, 416927162411419628, 43, 10414
8750, 416885469695178487, 43, 10371
8751, 416843781148208970, 43, 10328
8752, 416802096770094150, 43, 10285
8753, 416760416560417141, 42, 10243
8754, 416718740518761100, 42, 10201
8755, 416677068644709224, 42, 10159
8756, 416635400937844754, 42, 10117
8757, 416593737397750970, 42, 10075
8758, 416552078024011195, 41, 10034
8759, 416510422816208794, 41, 9993
8760, 416468771773927174, 41, 9952
8761, 416427124896749782, 41, 9911
8762, 416385482184260108, 41, 9870
8763, 416343843636041682, 41, 9829
8764, 416302209251678078, 40, 9789
8765, 416260579030752911, 40, 9749
8766, 416218952972849836, 40, 9709
8767, 416177331077552552, 40, 9669
8768, 416135713344444797, 40, 9629
8769, 416094099773110353, 40, 9589
8770, 416052490363133042, 39, 9550
8771, 416010885114096729, 39, 9511
8772, 415969284025585320, 39, 9472
8773, 415927687097182762, 39, 9433
8774, 415886094328473044, 39, 9394
8775, 415844505719040197, 39, 9355
8776, 415802921268468293, 38, 9317
8777, 415761340976341447, 38, 9279
8778, 415719764842243813, 38, 9241
8779, 415678192865759589, 38, 9203
8780, 415636625046473014, 38, 9165
8781, 415595061383968367, 38, 9127
8782, 415553501877829971, 37, 9090
8783, 415511946527642189, 37, 9053
8784, 415470395332989425, 37, 9016
8785, 415428848293456127, 37, 8979
8786, 415387305408626782, 37, 8942
8787, 415345766678085920, 37, 8905
8788, 415304232101418112, 36, 8869
8789, 415262701678207971, 36, 8833
8790, 415221175408040151, 36, 8797
8791, 415179653290499347, 36, 8761
8792, 415138135325170298, 36, 8725
8793, 415096621511637781, 36, 8689
8794, 415055111849486618, 36, 8653
8795, 415013606338301670, 35, 8618
8796, 414972104977667840, 35, 8583
8797, 414930607767170074, 35, 8548
8798, 414889114706393357, 35, 8513
8799, 414847625794922718, 35, 8478
8800, 414806141032343226, 35, 8443
8801, 414764660418239992, 35, 8408
8802, 414723183952198169, 34, 8374
8803, 414681711633802950, 34, 8340
8804, 414640243462639570, 34, 8306
8805, 414598779438293307, 34, 8272
8806, 414557319560349478, 34, 8238
8807, 414515863828393444, 34, 8204
8808, 414474412242010605, 34, 8170
8809, 414432964800786404, 33, 8137
8810, 414391521504306326, 33, 8104
8811, 414350082352155896, 33, 8071
8812, 414308647343920681, 33, 8038
8813, 414267216479186289, 33, 8005
8814, 414225789757538371, 33, 7972
8815, 414184367178562618, 33, 7939
8816, 414142948741844762, 32, 7907
8817, 414101534446970578, 32, 7875
8818, 414060124293525881, 32, 7843
8819, 414018718281096529, 32, 7811
8820, 413977316409268420, 32, 7779
8821, 413935918677627494, 32, 7747
8822, 413894525085759732, 32, 7715
8823, 413853135633251157, 31, 7684
8824, 413811750319687832, 31, 7653
8825, 413770369144655864, 31, 7622
8826, 413728992107741399, 31, 7591
8827, 413687619208530625, 31, 7560
8828, 413646250446609772, 31, 7529
8829, 413604885821565112, 31, 7498
8830, 413563525332982956, 31, 7467
8831, 413522168980449658, 30, 7437
8832, 413480816763551614, 30, 7407
8833, 413439468681875259, 30, 7377
8834, 413398124735007072, 30, 7347
8835, 413356784922533572, 30, 7317
8836, 413315449244041319, 30, 7287
8837, 413274117699116915, 30, 7257
8838, 413232790287347004, 29, 7228
8839, 413191467008318270, 29, 7199
8840, 413150147861617439, 29, 7170
8841, 413108832846831278, 29, 7141
8842, 413067521963546595, 29, 7112
8843, 413026215211350241, 29, 7083
8844, 412984912589829106, 29, 7054
8845, 412943614098570124, 29, 7025
8846, 412902319737160267, 29, 6996
8847, 412861029505186551, 28, 6968
8848, 412819743402236033, 28, 6940
8849, 412778461427895810, 28, 6912
8850, 412737183581753021, 28, 6884
8851, 412695909863394846, 28, 6856
8852, 412654640272408507, 28, 6828
8853, 412613374808381267, 28, 6800
8854, 412572113470900429, 28, 6772
8855, 412530856259553339, 27, 6745
8856, 412489603173927384, 27, 6718
8857, 412448354213609992, 27, 6691
8858, 412407109378188632, 27, 6664
8859, 412365868667250814, 27, 6637
8860, 412324632080384089, 27, 6610
8861, 412283399617176051, 27, 6583
8862, 412242171277214334, 27, 6556
8863, 412200947060086613, 27, 6529
8864, 412159726965380605, 26, 6503
8865, 412118510992684067, 26, 6477
8866, 412077299141584799, 26, 6451
8867, 412036091411670641, 26, 6425
8868, 411994887802529474, 26, 6399
8869, 411953688313749222, 26, 6373
8870, 411912492944917848, 26, 6347
8871, 411871301695623357, 26, 6321
8872, 411830114565453795, 26, 6295
8873, 411788931553997250, 25, 6270
8874, 411747752660841851, 25, 6245
8875, 411706577885575767, 25, 6220
8876, 411665407227787210, 25, 6195
8877, 411624240687064432, 25, 6170
8878, 411583078262995726, 25, 6145
8879, 411541919955169427, 25, 6120
8880, 411500765763173911, 25, 6095
8881, 411459615686597594, 25, 6070
8882, 411418469725028935, 24, 6046
8883, 411377327878056433, 24, 6022
8884, 411336190145268628, 24, 5998
8885, 411295056526254102, 24, 5974
8886, 411253927020601477, 24, 5950
8887, 411212801627899417, 24, 5926
8888, 411171680347736628, 24, 5902
8889, 411130563179701855, 24, 5878
8890, 411089450123383885, 24, 5854
8891, 411048341178371547, 24, 5830
8892, 411007236344253710, 23, 5807
8893, 410966135620619285, 23, 5784
8894, 410925039007057224, 23, 5761
8895, 410883946503156519, 23, 5738
8896, 410842858108506204, 23, 5715
8897, 410801773822695354, 23, 5692
8898, 410760693645313085, 23, 5669
8899, 410719617575948554, 23, 5646
8900, 410678545614190960, 23, 5623
8901, 410637477759629541, 23, 5600
8902, 410596414011853579, 22, 5578
8903, 410555354370452394, 22, 5556
8904, 410514298835015349, 22, 5534
8905, 410473247405131848, 22, 5512
8906, 410432200080391335, 22, 5490
8907, 410391156860383296, 22, 5468
8908, 410350117744697258, 22, 5446
8909, 410309082732922789, 22, 5424
8910, 410268051824649497, 22, 5402
8911, 410227025019467033, 22, 5380
8912, 410186002316965087, 22, 5358
8913, 410144983716733391, 21, 5337
8914, 410103969218361718, 21, 5316
8915, 410062958821439882, 21, 5295
8916, 410021952525557739, 21, 5274
8917, 409980950330305184, 21, 5253
8918, 409939952235272154, 21, 5232
8919, 409898958240048627, 21, 5211
8920, 409857968344224623, 21, 5190
8921, 409816982547390201, 21, 5169
8922, 409776000849135462, 21, 5148
8923, 409735023249050549, 21, 5127
8924, 409694049746725644, 21, 5106
8925, 409653080341750972, 20, 5086
8926, 409612115033716797, 20, 5066
8927, 409571153822213426, 20, 5046
8928, 409530196706831205, 20, 5026
8929, 409489243687160522, 20, 5006
8930, 409448294762791806, 20, 4986
8931, 409407349933315527, 20, 4966
8932, 409366409198322196, 20, 4946
8933, 409325472557402364, 20, 4926
8934, 409284540010146624, 20, 4906
8935, 409243611556145610, 20, 4886
8936, 409202687194989996, 19, 4867
8937, 409161766926270498, 19, 4848
8938, 409120850749577871, 19, 4829
8939, 409079938664502914, 19, 4810
8940, 409039030670636464, 19, 4791
8941, 408998126767569401, 19, 4772
8942, 408957226954892645, 19, 4753
8943, 408916331232197156, 19, 4734
8944, 408875439599073937, 19, 4715
8945, 408834552055114030, 19, 4696
8946, 408793668599908519, 19, 4677
8947, 408752789233048529, 19, 4658
8948, 408711913954125225, 19, 4639
8949, 408671042762729813, 18, 4621
8950, 408630175658453541, 18, 4603
8951, 408589312640887696, 18, 4585
8952, 408548453709623608, 18, 4567
8953, 408507598864252646, 18, 4549
8954, 408466748104366221, 18, 4531
8955, 408425901429555785, 18, 4513
8956, 408385058839412830, 18, 4495
8957, 408344220333528889, 18, 4477
8958, 408303385911495537, 18, 4459
8959, 408262555572904388, 18, 4441
8960, 408221729317347098, 18, 4423
8961, 408180907144415364, 18, 4405
8962, 408140089053700923, 17, 4388
8963, 408099275044795553, 17, 4371
8964, 408058465117291074, 17, 4354
8965, 408017659270779345, 17, 4337
8966, 407976857504852268, 17, 4320
8967, 407936059819101783, 17, 4303
8968, 407895266213119873, 17, 4286
8969, 407854476686498562, 17, 4269
8970, 407813691238829913, 17, 4252
8971, 407772909869706031, 17, 4235
8972, 407732132578719061, 17, 4218
8973, 407691359365461190, 17, 4201
8974, 407650590229524644, 17, 4184
8975, 407609825170501692, 17, 4167
8976, 407569064187984642, 16, 4151
8977, 407528307281565844, 16, 4135
8978, 407487554450837688, 16, 4119
8979, 407446805695392605, 16, 4103
8980, 407406061014823066, 16, 4087
8981, 407365320408721584, 16, 4071
8982, 407324583876680712, 16, 4055
8983, 407283851418293044, 16, 4039
8984, 407243123033151215, 16, 4023
8985, 407202398720847900, 16, 4007
8986, 407161678480975816, 16, 3991
8987, 407120962313127719, 16, 3975
8988, 407080250216896407, 16, 3959
8989, 407039542191874718, 16, 3943
8990, 406998838237655531, 16, 3927
8991, 406958138353831766, 15, 3912
8992, 406917442539996383, 15, 3897
8993, 406876750795742384, 15, 3882
8994, 406836063120662810, 15, 3867
8995, 406795379514350744, 15, 3852
8996, 406754699976399309, 15, 3837
8997, 406714024506401670, 15, 3822
8998, 406673353103951030, 15, 3807
8999, 406632685768640635, 15, 3792
9000, 406592022500063771, 15, 3777
9001, 406551363297813765, 15, 3762
9002, 406510708161483984, 15, 3747
9003, 406470057090667836, 15, 3732
9004, 406429410084958770, 15, 3717
9005, 406388767143950275, 15, 3702
9006, 406348128267235880, 15, 3687
9007, 406307493454409157, 14, 3673
9008, 406266862705063717, 14, 3659
9009, 406226236018793211, 14, 3645
9010, 406185613395191332, 14, 3631
9011, 406144994833851813, 14, 3617
9012, 406104380334368428, 14, 3603
9013, 406063769896334992, 14, 3589
9014, 406023163519345359, 14, 3575
9015, 405982561202993425, 14, 3561
9016, 405941962946873126, 14, 3547
9017, 405901368750578439, 14, 3533
9018, 405860778613703382, 14, 3519
9019, 405820192535842012, 14, 3505
9020, 405779610516588428, 14, 3491
9021, 405739032555536770, 14, 3477
9022, 405698458652281217, 14, 3463
9023, 405657888806415989, 14, 3449
9024, 405617323017535348, 13, 3436
9025, 405576761285233595, 13, 3423
9026, 405536203609105072, 13, 3410
9027, 405495649988744162, 13, 3397
9028, 405455100423745288, 13, 3384
9029, 405414554913702914, 13, 3371
9030, 405374013458211544, 13, 3358
9031, 405333476056865723, 13, 3345
9032, 405292942709260037, 13, 3332
9033, 405252413414989111, 13, 3319
9034, 405211888173647613, 13, 3306
9035, 405171366984830249, 13, 3293
9036, 405130849848131766, 13, 3280
9037, 405090336763146953, 13, 3267
9038, 405049827729470639, 13, 3254
9039, 405009322746697692, 13, 3241
9040, 404968821814423023, 13, 3228
9041, 404928324932241581, 13, 3215
9042, 404887832099748357, 13, 3202
9043, 404847343316538383, 12, 3190
9044, 404806858582206730, 12, 3178
9045, 404766377896348510, 12, 3166
